,Dates,Season,MatchNo,Venue,Innings,Batsman,R,B,M,NotOut,FoWR,FoWO,Total
2620,"16,17,18 March 2017 ",2016/17,2255,"Basin Reserve, Wellington",3,NT Broom,20,57.0,76,0,26.0,6.5,171
2621,"16,17,18 March 2017 ",2016/17,2255,"Basin Reserve, Wellington",4,JP Duminy,15,16.0,33,1,48.0,17.5,83
2622,"16,17,18,19,20 March 2017 ",2016/17,2256,"JSCA International Stadium Complex, Ranchi",1,SE Marsh,2,8.0,13,1,80.0,22.3,451
2623,"16,17,18,19,20 March 2017 ",2016/17,2256,"JSCA International Stadium Complex, Ranchi",2,V Kohli (c),6,23.0,38,0,193.0,70.4,603
2624,"16,17,18,19,20 March 2017 ",2016/17,2256,"JSCA International Stadium Complex, Ranchi",3,SPD Smith (c),21,68.0,98,0,23.0,7.2,204
2625,"25,26,27,28,29 March 2017 ",2016/17,2257,"Seddon Park, Hamilton",1,JP Duminy,20,61.0,85,0,5.0,3.1,314
2626,"25,26,27,28,29 March 2017 ",2016/17,2257,"Seddon Park, Hamilton",2,NT Broom,12,11.0,17,0,273.0,89.5,489
2627,"25,26,27,28,29 March 2017 ",2016/17,2257,"Seddon Park, Hamilton",3,JP Duminy,13,36.0,59,0,25.0,11.5,80
2628,"25,26,27,28 March 2017 ",2016/17,2258,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,SE Marsh,4,14.0,12,0,144.0,34.1,300
2629,"25,26,27,28 March 2017 ",2016/17,2258,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2,AM Rahane (c),46,104.0,145,0,108.0,40.2,332
2630,"25,26,27,28 March 2017 ",2016/17,2258,"Himachal Pradesh Cricket Association Stadium, Dharamsala",3,PSP Handscomb,18,46.0,65,0,31.0,8.3,137
2631,"25,26,27,28 March 2017 ",2016/17,2258,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4,AM Rahane (c),38,27.0,44,0,46.0,13.6,106
2632,"21,22,23,24,25 April 2017 ",2017,2259,"Sabina Park, Kingston, Jamaica",1,SD Hope,2,21.0,23,0,24.0,8.2,286
2633,"21,22,23,24,25 April 2017 ",2017,2259,"Sabina Park, Kingston, Jamaica",2,Younis Khan,58,138.0,201,0,54.0,16.3,407
2634,"21,22,23,24,25 April 2017 ",2017,2259,"Sabina Park, Kingston, Jamaica",3,SD Hope,6,14.0,18,0,72.0,20.3,152
2635,"21,22,23,24,25 April 2017 ",2017,2259,"Sabina Park, Kingston, Jamaica",4,Younis Khan,6,23.0,28,1,7.0,3.1,36
2636,"30 April, 01,02,03,04 May 2017 ",2017,2260,"Kensington Oval, Bridgetown, Barbados",1,SD Hope,5,30.0,52,0,13.0,5.3,312
2637,"30 April, 01,02,03,04 May 2017 ",2017,2260,"Kensington Oval, Bridgetown, Barbados",2,Younis Khan,0,9.0,16,0,156.0,56.2,393
2638,"30 April, 01,02,03,04 May 2017 ",2017,2260,"Kensington Oval, Bridgetown, Barbados",3,SD Hope,90,209.0,314,0,41.0,16.1,268
2639,"30 April, 01,02,03,04 May 2017 ",2017,2260,"Kensington Oval, Bridgetown, Barbados",4,Younis Khan,5,16.0,33,0,11.0,7.3,81
2640,"10,11,12,13,14 May 2017 ",2017,2261,"Windsor Park, Roseau, Dominica",1,Younis Khan,18,75.0,113,0,139.0,54.2,376
2641,"10,11,12,13,14 May 2017 ",2017,2261,"Windsor Park, Roseau, Dominica",2,SD Hope,29,116.0,174,0,69.0,30.6,247
2642,"10,11,12,13,14 May 2017 ",2017,2261,"Windsor Park, Roseau, Dominica",3,Younis Khan,35,73.0,115,0,8.0,6.6,174
2643,"10,11,12,13,14 May 2017 ",2017,2261,"Windsor Park, Roseau, Dominica",4,SD Hope,17,54.0,88,0,22.0,10.4,202
2644,"6,7,8,9 July 2017 ",2017,2262,"Lord's, London",1,JE Root (c),190,234.0,375,0,17.0,5.2,458
2645,"6,7,8,9 July 2017 ",2017,2262,"Lord's, London",2,JP Duminy,15,38.0,52,0,82.0,24.1,361
2646,"6,7,8,9 July 2017 ",2017,2262,"Lord's, London",3,JE Root (c),5,13.0,20,0,139.0,60.2,233
2647,"6,7,8,9 July 2017 ",2017,2262,"Lord's, London",4,JP Duminy,2,16.0,,0,12.0,9.1,119
2648,"14,15,16,17,18 July 2017 ",2017,2263,"R.Premadasa Stadium, Khettarama, Colombo",1,CR Ervine,160,256.0,347,0,38.0,11.5,356
2649,"14,15,16,17,18 July 2017 ",2017,2263,"R.Premadasa Stadium, Khettarama, Colombo",2,LD Chandimal (c),55,100.0,116,0,107.0,29.4,346
2650,"14,15,16,17,18 July 2017 ",2017,2263,"R.Premadasa Stadium, Khettarama, Colombo",3,CR Ervine,5,11.0,15,0,16.0,5.4,377
2651,"14,15,16,17,18 July 2017 ",2017,2263,"R.Premadasa Stadium, Khettarama, Colombo",4,LD Chandimal (c),15,17.0,20,0,108.0,32.1,391
2652,"14,15,16,17 July 2017 ",2017,2264,"Trent Bridge, Nottingham",1,Q de Kock †,68,81.0,103,0,66.0,27.4,335
2653,"14,15,16,17 July 2017 ",2017,2264,"Trent Bridge, Nottingham",2,JE Root (c),78,76.0,117,0,3.0,4.1,205
2654,"14,15,16,17 July 2017 ",2017,2264,"Trent Bridge, Nottingham",3,Q de Kock †,1,4.0,5,0,153.0,42.5,343
2655,"14,15,16,17 July 2017 ",2017,2264,"Trent Bridge, Nottingham",4,JE Root (c),8,20.0,34,0,28.0,11.5,133
2656,"26,27,28.29 July 2017 ",2017,2265,Galle International Stadium,1,V Kohli (c),3,8.0,15,0,280.0,54.1,600
2657,"26,27,28.29 July 2017 ",2017,2265,Galle International Stadium,2,BKG Mendis,0,4.0,3.0,0,68.0,14.2,291
2658,"26,27,28.29 July 2017 ",2017,2265,Galle International Stadium,3,V Kohli (c),103,136.0,158,0,56.0,16.5,240
2659,"26,27,28.29 July 2017 ",2017,2265,Galle International Stadium,4,BKG Mendis,36,71.0,92.0,0,29.0,5.4,245
2660,"27,28,29,30,31 July 2017 ",2017,2266,"Kennington Oval, London",1,JE Root (c),29,56.0,71,0,64.0,22.5,353
2661,"27,28,29,30,31 July 2017 ",2017,2266,"Kennington Oval, London",2,Q de Kock †,17,21.0,30,0,23.0,10.3,175
2662,"27,28,29,30,31 July 2017 ",2017,2266,"Kennington Oval, London",3,JE Root (c),50,94.0,131,0,92.0,25.6,313
2663,"27,28,29,30,31 July 2017 ",2017,2266,"Kennington Oval, London",4,Q de Kock †,5,6.0,5,0,47.0,15.5,252
2664,"3, 4,5,6 August 2017 ",2017,2267,"Sinhalese Sports Club Ground, Colombo",1,V Kohli (c),13,29.0,31,0,109.0,30.4,622
2665,"3, 4,5,6 August 2017 ",2017,2267,"Sinhalese Sports Club Ground, Colombo",2,LD Chandimal (c),10,34.0,36,0,33.0,13.4,183
2666,"3, 4,5,6 August 2017 ",2017,2267,"Sinhalese Sports Club Ground, Colombo",3,PM Pushpakumara,16,58.0,58,0,198.0,54.5,386
2667,"4,5,6,7,August 2017 ",2017,2268,"Old Trafford, Manchester",1,JE Root (c),52,101.0,135,0,92.0,36.3,362
2668,"4,5,6,7,August 2017 ",2017,2268,"Old Trafford, Manchester",2,T Bavuma,46,93.0,122,0,47.0,11.3,226
2669,"4,5,6,7,August 2017 ",2017,2268,"Old Trafford, Manchester",3,JE Root (c),49,106.0,140,0,30.0,10.6,243
2670,"4,5,6,7,August 2017 ",2017,2268,"Old Trafford, Manchester",4,T Bavuma,12,32.0,38,0,18.0,10.1,202
2671,"12,13,14 August 2017 ",2017,2269,Pallekele International Cricket Stadium,1,V Kohli (c),42,84.0,119,0,219.0,47.1,487
2672,"12,13,14 August 2017 ",2017,2269,Pallekele International Cricket Stadium,2,LD Chandimal (c),48,87.0,120,0,23.0,4.3,135
2673,"12,13,14 August 2017 ",2017,2269,Pallekele International Cricket Stadium,3,BKG Mendis,12,21.0,31,0,26.0,15.3,181
2674,"17,18,19, August 2017 - day/night match ",2017,2270,"Edgbaston, Birmingham",1,JE Root (c),136,189.0,287,0,39.0,7.3,514
2675,"17,18,19, August 2017 - day/night match ",2017,2270,"Edgbaston, Birmingham",2,SD Hope,15,33.0,55,0,45.0,16.6,168
2676,"17,18,19, August 2017 - day/night match ",2017,2270,"Edgbaston, Birmingham",3,SD Hope,4,30.0,37,0,41.0,10.1,137
2677,"25,26,27,28,29 August 2017 ",2017,2271,"Headingley, Leeds",1,JE Root (c),59,98.0,156,0,26.0,10.4,258
2678,"25,26,27,28,29 August 2017 ",2017,2271,"Headingley, Leeds",2,KA Hope,3,15.0,18,0,31.0,16.4,427
2679,"25,26,27,28,29 August 2017 ",2017,2271,"Headingley, Leeds",3,JE Root (c),72,111.0,187,0,81.0,29.6,490
2680,"25,26,27,28,29 August 2017 ",2017,2271,"Headingley, Leeds",4,SD Hope,118,211.0,321,0,53.0,19.1,322
2681,"27,28, 29,30 August 2017 ",2017,2272,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Sabbir Rahman,0,1.0,2,0,10.0,3.5,260
2682,"27,28, 29,30 August 2017 ",2017,2272,"Shere Bangla National Stadium, Mirpur, Dhaka",2,NM Lyon,0,5.0,2,0,14.0,6.1,217
2683,"27,28, 29,30 August 2017 ",2017,2272,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Imrul Kayes,2,18.0,28,0,61.0,27.1,221
2684,"27,28, 29,30 August 2017 ",2017,2272,"Shere Bangla National Stadium, Mirpur, Dhaka",4,SPD Smith (c),37,99.0,149,0,28.0,9.2,244
2685,"04,05,06,07 September 2017 ",2017,2273,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Mominul Haque,31,67.0,82,0,21.0,13.4,305
2686,"04,05,06,07 September 2017 ",2017,2273,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,PSP Handscomb,82,144.0,185,0,98.0,28.1,377
2687,"04,05,06,07 September 2017 ",2017,2273,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Nasir Hossain,5,18.0,26,0,32.0,12.6,157
2688,"04,05,06,07 September 2017 ",2017,2273,"Zahur Ahmed Chowdhury Stadium, Chattogram",4,PSP Handscomb,16,14.0,28,0,44.0,9.1,87
2689,"7,8,9 September 2017 ",2017,2274,"Lord's, London",1,SD Hope,29,57.0,79,0,22.0,14.3,123
2690,"7,8,9 September 2017 ",2017,2274,"Lord's, London",2,JE Root (c),1,2.0,13,0,15.0,11.6,194
2691,"7,8,9 September 2017 ",2017,2274,"Lord's, London",3,SD Hope,62,144.0,232,0,21.0,9.5,177
2692,"28, 29,30 September, 01,02 October 2017 ",2017/18,2275,"Sheikh Zayed Stadium, Abu Dhabi",1,BKG Mendis,10,25.0,37,0,35.0,18.5,419
2693,"28, 29,30 September, 01,02 October 2017 ",2017/18,2275,"Sheikh Zayed Stadium, Abu Dhabi",2,Asad Shafiq,39,119.0,148,0,116.0,47.4,422
2694,"28, 29,30 September, 01,02 October 2017 ",2017/18,2275,"Sheikh Zayed Stadium, Abu Dhabi",3,BKG Mendis,18,72.0,95,0,33.0,18.5,138
2695,"28, 29,30 September, 01,02 October 2017 ",2017/18,2275,"Sheikh Zayed Stadium, Abu Dhabi",4,Asad Shafiq,20,44.0,52,0,7.0,4.3,114
2696,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",1,T Bavuma,31,87.0,118,0,411.0,117.3,496
2697,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",2,Mushfiqur Rahim (c),44,57.0,64,0,36.0,10.2,320
2698,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",3,T Bavuma,71,107.0,169,0,38.0,10.6,247
2699,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",4,Mushfiqur Rahim (c),16,55.0,77,0,0.0,0.6,90
2700,"6,7,8 October 2017 ",2017/18,2277,"Mangaung Oval, Bloemfontein",1,T Bavuma,7,12.0,14,0,276.0,58.4,573
2701,"6,7,8 October 2017 ",2017/18,2277,"Mangaung Oval, Bloemfontein",2,Mushfiqur Rahim (c),7,8.0,12,0,26.0,9.4,147
2702,"6,7,8 October 2017 ",2017/18,2277,"Mangaung Oval, Bloemfontein",3,Mushfiqur Rahim (c),26,45.0,78,0,29.0,8.5,172
2703,"06,07,08,09,10 October 2017 - day/night match ...
Name: 1, dtype: object",2017/18,2278,Dubai International Cricket Stadium,1,BKG Mendis,1,4.0,7,0,131.0,36.1,482
2704,"06,07,08,09,10 October 2017 - day/night match ...
Name: 1, dtype: object",2017/18,2278,Dubai International Cricket Stadium,2,Asad Shafiq,12,36.0,58,0,65.0,24.2,262
2705,"06,07,08,09,10 October 2017 - day/night match ...
Name: 1, dtype: object",2017/18,2278,Dubai International Cricket Stadium,3,BKG Mendis,29,49.0,93,0,22.0,8.1,96
2706,"06,07,08,09,10 October 2017 - day/night match ...
Name: 1, dtype: object",2017/18,2278,Dubai International Cricket Stadium,4,Haris Sohail,10,24.0,27,0,36.0,23.5,248
2707,"21,22,23,24,25 October 2017 ",2017/18,2279,"Queens Sports Club, Bulawayo",1,SD Hope,90,201.0,266,0,35.0,15.3,219
2708,"21,22,23,24,25 October 2017 ",2017/18,2279,"Queens Sports Club, Bulawayo",2,BRM Taylor,1,7.0,9,0,91.0,26.1,159
2709,"21,22,23,24,25 October 2017 ",2017/18,2279,"Queens Sports Club, Bulawayo",3,SD Hope,44,122.0,168,0,107.0,44.4,373
2710,"21,22,23,24,25 October 2017 ",2017/18,2279,"Queens Sports Club, Bulawayo",4,BRM Taylor,73,151.0,191,0,109.0,28.6,316
2711,"29,30,31 October, 1,2 November 2017 ",2017/18,2280,"Queens Sports Club, Bulawayo",1,BRM Taylor,1,10.0,15,0,11.0,6.2,326
2712,"29,30,31 October, 1,2 November 2017 ",2017/18,2280,"Queens Sports Club, Bulawayo",2,KA Hope,1,15.0,21,0,131.0,63.4,448
2713,"29,30,31 October, 1,2 November 2017 ",2017/18,2280,"Queens Sports Club, Bulawayo",3,BRM Taylor,10,32.0,46,0,8.0,5.3,301
2714,"16,17,18,19,20 November 2017 ",2017/18,2281,"Eden Gardens, Kolkata",1,V Kohli (c),0,11.0,18,0,13.0,6.2,172
2715,"16,17,18,19,20 November 2017 ",2017/18,2281,"Eden Gardens, Kolkata",2,AD Mathews,52,94.0,147,0,34.0,6.4,294
2716,"16,17,18,19,20 November 2017 ",2017/18,2281,"Eden Gardens, Kolkata",3,V Kohli (c),104,119.0,208,0,192.0,44.2,352
2717,"16,17,18,19,20 November 2017 ",2017/18,2281,"Eden Gardens, Kolkata",4,AD Mathews,12,23.0,38,0,2.0,3.3,75
2718,"23,24,25,26,27 November 2017 ",2017/18,2282,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,JE Root (c),15,50.0,79,0,127.0,54.2,302
2719,"23,24,25,26,27 November 2017 ",2017/18,2282,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,SPD Smith (c),141,326.0,512,0,30.0,10.3,328
2720,"23,24,25,26,27 November 2017 ",2017/18,2282,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,JE Root (c),51,104.0,159,0,17.0,5.3,195
2721,"24,25,26,27 November 2017 ",2017/18,2283,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",1,AD Mathews,10,20.0,19,0,44.0,24.6,205
2722,"24,25,26,27 November 2017 ",2017/18,2283,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2,V Kohli (c),213,267.0,386,0,216.0,75.3,610
2723,"24,25,26,27 November 2017 ",2017/18,2283,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",3,AD Mathews,10,32.0,43,0,34.0,15.2,166
2724,"1,2,3,4 December 2017 ",2017/18,2284,"Basin Reserve, Wellington",1,SD Hope,0,3.0,8,0,75.0,26.4,134
2725,"1,2,3,4 December 2017 ",2017/18,2284,"Basin Reserve, Wellington",2,LRPL Taylor,93,160.0,247,0,68.0,29.3,520
2726,"1,2,3,4 December 2017 ",2017/18,2284,"Basin Reserve, Wellington",3,SD Hope,37,125.0,158,0,166.0,44.2,319
2727,"2,3,4,5,6 December 2017 - day/night match ",2017/18,2285,Adelaide Oval,1,SPD Smith (c),40,90.0,119,0,86.0,33.1,442
2728,"2,3,4,5,6 December 2017 - day/night match ",2017/18,2285,Adelaide Oval,2,JE Root (c),9,10.0,23,0,31.0,10.4,227
2729,"2,3,4,5,6 December 2017 - day/night match ",2017/18,2285,Adelaide Oval,3,SPD Smith (c),6,12.0,25,0,39.0,18.4,138
2730,"2,3,4,5,6 December 2017 - day/night match ",2017/18,2285,Adelaide Oval,4,JE Root (c),67,123.0,185,0,54.0,23.3,233
2731,"2,3,4,5,6 December 2017 ",2017/18,2286,"Arun Jaitley Stadium, Delhi",1,V Kohli (c),243,287.0,447,0,78.0,20.2,536
2732,"2,3,4,5,6 December 2017 ",2017/18,2286,"Arun Jaitley Stadium, Delhi",2,AD Mathews,111,268.0,380,0,14.0,5.1,373
2733,"2,3,4,5,6 December 2017 ",2017/18,2286,"Arun Jaitley Stadium, Delhi",3,CA Pujara,49,66.0,84,0,29.0,13.4,246
2734,"2,3,4,5,6 December 2017 ",2017/18,2286,"Arun Jaitley Stadium, Delhi",4,RAS Lakmal,0,3.0,2,1,31.0,15.1,299
2735,"9,10,11,12 December 2017 ",2017/18,2287,"Seddon Park, Hamilton",1,LRPL Taylor,16,30.0,43,0,154.0,49.2,373
2736,"9,10,11,12 December 2017 ",2017/18,2287,"Seddon Park, Hamilton",2,SD Hope,15,28.0,44,0,46.0,13.3,221
2737,"9,10,11,12 December 2017 ",2017/18,2287,"Seddon Park, Hamilton",3,LRPL Taylor,107,198.0,273,0,42.0,15.6,291
2738,"9,10,11,12 December 2017 ",2017/18,2287,"Seddon Park, Hamilton",4,SD Hope,23,50.0,65,0,27.0,6.3,203
2739,"14,15,16,17,18 Decmeber 2017 ",2017/18,2288,"W.A.C.A. Ground, Perth",1,JE Root (c),20,23.0,36,0,89.0,25.3,403
2740,"14,15,16,17,18 Decmeber 2017 ",2017/18,2288,"W.A.C.A. Ground, Perth",2,SPD Smith (c),239,399.0,578,0,55.0,17.2,662
2741,"14,15,16,17,18 Decmeber 2017 ",2017/18,2288,"W.A.C.A. Ground, Perth",3,JE Root (c),14,20.0,34,0,29.0,7.3,218
2742,"26,27,28,29,30 December 2017 ",2017/18,2289,Melbourne Cricket Ground,1,SPD Smith (c),76,156.0,211,0,135.0,47.4,327
2743,"26,27,28,29,30 December 2017 ",2017/18,2289,Melbourne Cricket Ground,2,JE Root (c),61,133.0,193,0,80.0,24.1,491
2744,"26,27,28,29,30 December 2017 ",2017/18,2289,Melbourne Cricket Ground,3,SPD Smith (c),102,275.0,438,0,65.0,21.1,263
2745,"26,27 December 2018 - day/night match ",2017/18,2290,"St George's Park, Port Elizabeth",1,AB de Villiers (c),53,65.0,87,0,77.0,24.2,309
2746,"26,27 December 2018 - day/night match ",2017/18,2290,"St George's Park, Port Elizabeth",2,BRM Taylor †,0,5.0,7,0,11.0,6.2,68
2747,"26,27 December 2018 - day/night match ",2017/18,2290,"St George's Park, Port Elizabeth",3,BRM Taylor †,16,36.0,36,0,75.0,26.6,121
2748,"4,5,6,7,8 January 2018 ",2017/18,2291,Sydney Cricket Ground,1,JE Root (c),83,141.0,225,0,88.0,28.5,346
2749,"4,5,6,7,8 January 2018 ",2017/18,2291,Sydney Cricket Ground,2,SPD Smith (c),83,158.0,254,0,86.0,31.4,649
2750,"4,5,6,7,8 January 2018 ",2017/18,2291,Sydney Cricket Ground,3,JE Root (c),58,167.0,236,0,15.0,5.5,180
2751,"5,6,7,8 January 2018 ",2017/18,2292,"Newlands, Cape Town",1,AB de Villiers,65,84.0,135,0,7.0,2.6,286
2752,"5,6,7,8 January 2018 ",2017/18,2292,"Newlands, Cape Town",2,V Kohli (c),5,13.0,14,0,18.0,5.2,209
2753,"5,6,7,8 January 2018 ",2017/18,2292,"Newlands, Cape Town",3,HM Amla,4,15.0,25,0,59.0,16.4,130
2754,"5,6,7,8 January 2018 ",2017/18,2292,"Newlands, Cape Town",4,V Kohli (c),28,40.0,62,0,30.0,8.5,135
2755,"13,14,15,16,17 January 2018 ",2017/18,2293,"SuperSport Park, Centurion",1,AB de Villiers,20,48.0,60,0,148.0,47.3,335
2756,"13,14,15,16,17 January 2018 ",2017/18,2293,"SuperSport Park, Centurion",2,V Kohli (c),153,217.0,379,0,28.0,9.4,307
2757,"13,14,15,16,17 January 2018 ",2017/18,2293,"SuperSport Park, Centurion",3,AB de Villiers,80,121.0,156,0,3.0,5.3,258
2758,"13,14,15,16,17 January 2018 ",2017/18,2293,"SuperSport Park, Centurion",4,V Kohli (c),5,20.0,22,0,16.0,11.1,151
2759,"24,25,26,27 January 2018 ",2017/18,2294,"The Wanderers Stadium, Johannesburg",1,V Kohli (c),54,106.0,146,0,13.0,8.4,187
2760,"24,25,26,27 January 2018 ",2017/18,2294,"The Wanderers Stadium, Johannesburg",2,HM Amla,61,121.0,239,0,16.0,12.3,194
2761,"24,25,26,27 January 2018 ",2017/18,2294,"The Wanderers Stadium, Johannesburg",3,CA Pujara,1,10.0,15,0,51.0,18.6,247
2762,"24,25,26,27 January 2018 ",2017/18,2294,"The Wanderers Stadium, Johannesburg",4,AB de Villiers,6,13.0,16,0,124.0,52.4,177
2763,"31 January, 1,2,3,4 February 2018 ",2017/18,2295,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Mushfiqur Rahim,92,192.0,,0,120.0,27.4,513
2764,"31 January, 1,2,3,4 February 2018 ",2017/18,2295,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,ARS Silva,109,230.0,,0,308.0,82.5,713
2765,"31 January, 1,2,3,4 February 2018 ",2017/18,2295,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Mushfiqur Rahim,2,20.0,,0,76.0,21.4,307
2766,"8,9,10 February 2018 ",2017/18,2296,"Shere Bangla National Stadium, Mirpur, Dhaka",1,MD Gunathilaka,13,26.0,,0,61.0,16.3,222
2767,"8,9,10 February 2018 ",2017/18,2296,"Shere Bangla National Stadium, Mirpur, Dhaka",2,Mushfiqur Rahim,1,22.0,,0,4.0,1.3,110
2768,"8,9,10 February 2018 ",2017/18,2296,"Shere Bangla National Stadium, Mirpur, Dhaka",3,MD Gunathilaka,17,27.0,,0,53.0,16.4,226
2769,"8,9,10 February 2018 ",2017/18,2296,"Shere Bangla National Stadium, Mirpur, Dhaka",4,Mushfiqur Rahim,25,51.0,,0,49.0,10.3,123
2770,"01,02,03,04,05 March 2018 ",2017/18,2297,"Kingsmead, Durban",1,SPD Smith (c),56,114.0,155,0,39.0,11.4,351
2771,"01,02,03,04,05 March 2018 ",2017/18,2297,"Kingsmead, Durban",2,AB de Villiers,71,127.0,202,0,27.0,7.5,162
2772,"01,02,03,04,05 March 2018 ",2017/18,2297,"Kingsmead, Durban",3,SPD Smith (c),38,81.0,97,0,71.0,18.1,227
2773,"01,02,03,04,05 March 2018 ",2017/18,2297,"Kingsmead, Durban",4,AB de Villiers,0,1.0,5,0,39.0,10.5,298
2774,"9,10,11,12 March 2018 ",2017/18,2298,"St George's Park, Port Elizabeth",1,SPD Smith (c),25,58.0,93,0,104.0,30.4,243
2775,"9,10,11,12 March 2018 ",2017/18,2298,"St George's Park, Port Elizabeth",2,HM Amla,56,148.0,203,0,67.0,20.2,382
2776,"9,10,11,12 March 2018 ",2017/18,2298,"St George's Park, Port Elizabeth",3,SPD Smith (c),11,18.0,20,0,62.0,21.3,239
2777,"9,10,11,12 March 2018 ",2017/18,2298,"St George's Park, Port Elizabeth",4,AB de Villiers,28,26.0,44,0,32.0,8.6,102
2778,"22,23,24,25,26 March 2018 - day/night match ",2017/18,2299,"Eden Park, Auckland",1,DJ Malan,2,6.0,9,0,6.0,6.2,58
2779,"22,23,24,25,26 March 2018 - day/night match ",2017/18,2299,"Eden Park, Auckland",2,LRPL Taylor,20,35.0,46,0,92.0,37.5,427
2780,"22,23,24,25,26 March 2018 - day/night match ",2017/18,2299,"Eden Park, Auckland",3,DJ Malan,23,62.0,96,0,94.0,29.4,320
2781,"22,23,24,25 March 2018 ",2017/18,2300,"Newlands, Cape Town",1,AB de Villiers,64,95.0,136,0,92.0,32.4,311
2782,"22,23,24,25 March 2018 ",2017/18,2300,"Newlands, Cape Town",2,SPD Smith (c),5,18.0,19,0,61.0,10.3,255
2783,"22,23,24,25 March 2018 ",2017/18,2300,"Newlands, Cape Town",3,AB de Villiers,63,136.0,221,0,104.0,33.5,373
2784,"22,23,24,25 March 2018 ",2017/18,2300,"Newlands, Cape Town",4,SPD Smith (c),7,21.0,29,0,59.0,23.1,107
2785,"30, 31 March, 01, 02, 03 April 2018 ",2017/18,2301,"Hagley Oval, Christchurch",1,JE Root (c),37,63.0,80,0,38.0,16.1,307
2786,"30, 31 March, 01, 02, 03 April 2018 ",2017/18,2301,"Hagley Oval, Christchurch",2,LRPL Taylor,2,13.0,15,0,14.0,4.1,278
2787,"30, 31 March, 01, 02, 03 April 2018 ",2017/18,2301,"Hagley Oval, Christchurch",3,JE Root (c),54,128.0,182,0,147.0,46.2,352
2788,"30, 31 March, 01, 02, 03 April 2018 ",2017/18,2301,"Hagley Oval, Christchurch",4,LRPL Taylor,13,23.0,34,0,42.0,23.2,256
2789,"30,31 March, 01,02,03 April 2018 ",2017/18,2302,"The Wanderers Stadium, Johannesburg",1,AB de Villiers,69,119.0,173,0,142.0,44.4,488
2790,"30,31 March, 01,02,03 April 2018 ",2017/18,2302,"The Wanderers Stadium, Johannesburg",2,PSP Handscomb,0,1.0,6,0,34.0,10.6,221
2791,"30,31 March, 01,02,03 April 2018 ",2017/18,2302,"The Wanderers Stadium, Johannesburg",3,AB de Villiers,6,5.0,14,0,79.0,31.3,344
2792,"30,31 March, 01,02,03 April 2018 ",2017/18,2302,"The Wanderers Stadium, Johannesburg",4,PSP Handscomb,24,44.0,77,0,34.0,17.2,119
2793,"11,12,13,14,15 May 2018 ",2018,2303,"The Village, Malahide, Dublin",1,Asad Shafiq,62,121.0,169,0,13.0,8.1,310
2794,"11,12,13,14,15 May 2018 ",2018,2303,"The Village, Malahide, Dublin",2,NJ O'Brien †,0,10.0,12,0,5.0,5.1,130
2795,"11,12,13,14,15 May 2018 ",2018,2303,"The Village, Malahide, Dublin",3,NJ O'Brien †,18,45.0,55,0,69.0,29.4,339
2796,"11,12,13,14,15 May 2018 ",2018,2303,"The Village, Malahide, Dublin",4,Asad Shafiq,1,5.0,6,0,13.0,3.4,160
2797,"24,25,26,27 May 2018 ",2018,2304,"Lord's, London",1,DJ Malan,6,3.0,10,0,33.0,13.5,184
2798,"24,25,26,27 May 2018 ",2018,2304,"Lord's, London",2,Asad Shafiq,59,100.0,142,0,87.0,36.6,363
2799,"24,25,26,27 May 2018 ",2018,2304,"Lord's, London",3,DJ Malan,12,50.0,83,0,31.0,16.5,242
2800,"1,2,3 June 2018 ",2018,2305,"Headingley, Leeds",1,Asad Shafiq,27,48.0,72,0,17.0,9.1,174
2801,"1,2,3 June 2018 ",2018,2305,"Headingley, Leeds",2,DM Bess,49,95.0,147,0,104.0,34.5,363
2802,"1,2,3 June 2018 ",2018,2305,"Headingley, Leeds",3,Asad Shafiq,5,5.0,14,0,30.0,6.6,134
2803,"6,7,8,9,10 June 2018 ",2018,2306,"Queen's Park Oval, Port of Spain, Trinidad",1,SD Hope,44,70.0,130,0,40.0,11.5,414
2804,"6,7,8,9,10 June 2018 ",2018,2306,"Queen's Park Oval, Port of Spain, Trinidad",2,AD Mathews,11,15.0,34,0,16.0,3.3,185
